First Name,Last Name,Phone Number,Email,Year of Birth,Gender,Are you a person with Disability?,County of Residence,Sub County of Residence (Sub Counties in Mombasa),Ward of Residence,Highest level of education completed,Are you employed,Are you running a business,Whats your area of interest?,"If you selected other, please elaborate (If not, respond with N/A)",Mode of Mentorship ( Remote / Physical / Any),Prefered Mentor Gender (Male / Female / Any),What are your strengths,What are your weaknesses,What are your career goals,What skills would you like to be mentored,What are your financial goals,Upload your resume if available,Who referred you? (Your Case Manager/Mentor)
,,,,2002,Female,No,Kwale,Others (Outside Mombasa),Tsimba golini,Primary,No,No,Entrepreneurship,"N/A
",,,,,,,,,
,,,,1999,Male,No,Kwale,Others (Outside Mombasa),Pongwe kikoneni,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Shimanzi,Univeristy,No,No,Supply chain management ,Supply chain management,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Shikaadabu,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Kisauni,Mjambere,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Timbwani,College,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Mjambere,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kongowea,TVET,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Bofu,College,No,No,Health,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Airport ward,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Kisauni,Kiembeni,Univeristy,No,No,Community development,It's what I'm passionate about and also studied it.,,,,,,,,,
,,,,1999,Male,No,Others,Others (Outside Mombasa),North east kadem,College,No,No,Civil engineering ,N\A,,,,,,,,,
,,,,1982,Male,No,Mombasa,Kisauni,Mjambere ,College,No,No,Sports,Football,,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1992,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Health,N /A,,,,,,,,,
,,,,1996,Female,Yes,Mombasa,Kisauni,Bamburi ,College,No,No,Health,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Kongowea ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Changamwe,Kipevu,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Kisumu ndongo,Univeristy,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Kwale,Others (Outside Mombasa),Tsimba/Golini,Primary,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,Kongowea,Secondary (High School),No,No,Digital Literacy Skills (technology),Communication,,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,Bombolulu ,Univeristy,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,TIMBWANI,Secondary (High School),No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Female,Yes,Kwale,Others (Outside Mombasa),Gombato,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Mvita,Ganjoni,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Mvita,Majengo ,Secondary (High School),No,No,Entrepreneurship,Ok,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Mvita,Tudor,Univeristy,Yes,Yes,Entrepreneurship,Didn’t select other ,,,,,,,,,
,,,,2003,Male,No,Mombasa,Mvita,Ganjoni ,Secondary (High School),Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Mvita,Majengo,Univeristy,Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Mvita,Ganjoni,Univeristy,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Mtopanga,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Timbwani ,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),Yes,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2006,Female,No,Mombasa,Changamwe,Majengo ,Secondary (High School),No,No,Creatives and Arts,N/A),,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,Nyali,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,,College,No,No,teaching,teaching,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Mikindani ,Univeristy,No,No,Finance,"Handling organisational, programs or project finances",,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Kadzandani,Univeristy,No,No,Hospitality and Tourism,N/A ,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Kadzandani,Univeristy,No,No,Hospitality and Tourism,N/A ,,,,,,,,,
,,,,1994,Female,No,Kwale,Others (Outside Mombasa),Waa/ngombeni ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Changamwe,changamwe,TVET,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Changamwe,Kipevu,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Likoni,Likoni,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea,College,No,No,Creatives and Arts,Na,,,,,,,,,
,,,,2000,Male,No,Mombasa,Nyali,Kongowea ,TVET,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1997,Female,Yes,Mombasa,Likoni,bofu,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1993,Male,Yes,Mombasa,Likoni,timbwani,College,No,No,Health,N/A,,,,,,,,,
,,,,1991,Female,No,Mombasa,Likoni,shikaadabu,College,No,No,Health,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,timbwani,TVET,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ward near YEGB ,TVET,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,AIRPORT WARD,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,AIRPORT WARD,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,Kongowea,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Likoni,Timbwani ,College,No,No,Health,NA,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Changamwe,Airport ward ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Changamwe,Airport ward ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,Airport ward ,TVET,No,No,Employability ,Employment ,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Electrical engineering ,Electrical engineering ,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Bofu ,Univeristy,No,No,Project management ,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Beauty Therapy ,It deals with makeup ,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Timbwani ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,BOFU,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Changamwe,Kipevu,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Jomvu,Jomvu,TVET,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1987,Female,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Changamwe,Airport ,Univeristy,No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,Kipevu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Jomvu,Jomvu kuu ward,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Jomvu,Jomvu kuu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1992,Female,No,Mombasa,Changamwe,Changamwe ,College,Yes,Yes,Entrepreneurship,NA,,,,,,,,,
,,,,2004,Male,Yes,Kwale,Others (Outside Mombasa),Tsimba golini,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,Chaani ward ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Timbwani ,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Jomvu,Miritini ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,MIRITINI ,Primary,No,No,Health,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1999,Male,Yes,Mombasa,Jomvu,Miritini,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,Miritini ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Miritini ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Mishomoroni,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Miritini,Secondary (High School),No,No,Nursing ,Nursing ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Miritini ,Secondary (High School),No,No,Health,Health ,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Mishomoroni,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Junda,Univeristy,No,No,"Engineering,Sports","Engineering and sports
",,,,,,,,,
,,,,2002,Male,No,Mombasa,Nyali,Nyali,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,Kipevu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Changamwe,KIPEVU WARD,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,Changamwe,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Changamwe,Kipevu ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1989,Male,No,Mombasa,Changamwe,kipevu,College,No,No,electrical department,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,Jomvu kuu ward,College,No,No,Health,N/A,,,,,,,,,
,,,,1989,Male,No,Mombasa,Changamwe,kipevu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1990,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Changamwe,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1991,Male,No,Mombasa,Changamwe,Kipevu,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Jomvu,Jomvu kuu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Changamwe,Changamwe,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,jomvukuu ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,KIPEVU,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1993,Male,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Jomvu,Jomvu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Bamburi ,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Leisure,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Bamburi ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Jomvu,Jomvu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Junda,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Shanzu ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Shanzu ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Junda ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Female,No,Kilifi,Others (Outside Mombasa),Sokoni,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Jomvu,Jomvu kuu,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Changamwe,Kipevu,Univeristy,No,No,N/A,Carpentry ,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Mssh,Secondary (High School),No,No,Digital Literacy Skills (technology),Na,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Miritini,College,No,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Bofu,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Likoni,Likoni,TVET,No,Yes,Entrepreneurship,ZA,,,,,,,,,
,,,,1999,Male,No,Mombasa,Likoni,Mtongwe ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Likoni,Shikadabu,Secondary (High School),No,Yes,Service provider,Service provider,,,,,,,,,
,,,,2005,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Shikadabu ,College,No,Yes,Health,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Mvita,Tudor,Univeristy,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Shikaadabu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,shika_adabu,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Changamwe,AIRPORT ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Miritini,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Hospitality and Tourism,Hospitality,,,,,,,,,
,,,,1997,Female,No,Mombasa,Likoni,Shikaadabu,College,No,Yes,Communication ,Journalism and media studies ,,,,,,,,,
,,,,1998,Male,No,Mombasa,Likoni,Shikadabu,Primary,Yes,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,Hospitality and tourism,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Shika adabu,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1988,Female,No,Kwale,Likoni,Likoni ,Secondary (High School),Yes,Yes,Hospitality and Tourism,Na,,,,,,,,,
,,,,1987,Female,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Shanzu ,College,No,No,Hospitality and Tourism,N)A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Shikaadabu,TVET,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Changamwe,Kipevu,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Changamwe,Changamwe ,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1994,Female,No,Kilifi,Others (Outside Mombasa),Shimo La Tewa,Univeristy,No,No,Environmental and natural resources ,I majored in environment and natural resources ,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Shikadabu ,Secondary (High School),No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Likoni,Billal,TVET,Yes,No,Entrepreneurship,N,,,,,,,,,
,,,,1993,Male,No,Mombasa,Changamwe,Changamwe,Primary,No,No,Mechanical engineering ,N/A),,,,,,,,,
,,,,1997,Male,No,Mombasa,Jomvu,Mikindani,Secondary (High School),Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,MIKINDANI ,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Others (Outside Mombasa),SHANZU,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,SHIKA ADABU,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Jomvu,Miritini,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Jomvu,Miritini ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Jomvu,Jomvu kuu,Secondary (High School),No,No,Beauty therapy ,Beauty therapy ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Miritini,Secondary (High School),No,No,Hair dressing and beauty therapy ,Hair dressing and beauty therapy,,,,,,,,,
,,,,2003,Female,No,Mombasa,Jomvu,Miritini,Secondary (High School),No,No,Beauty therapy,Beauty therapy,,,,,,,,,
,,,,2003,Female,No,Mombasa,Jomvu,Jomvu kuu,Primary,No,No,Baking,Baking,,,,,,,,,
,,,,1985,Female,No,Mombasa,Likoni,Timbwani,Primary,Yes,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1990,Female,No,Mombasa,Jomvu,Miritini,Primary,No,No,Beauty therapy ,Beauty therapy,,,,,,,,,
,,,,1992,Male,No,Mombasa,Changamwe,Changamwe ward,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Kisauni,Kazandani,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Likoni,Timbwani,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Junda,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Kisauni,Mtopanga,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Female,No,Mombasa,Kisauni,Mjambere,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1992,Male,No,Mombasa,Kisauni,Kiambeni,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Likoni,Bofu,College,No,Yes,Media (cinematographer),I do videography ,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,Yes,Mombasa,Jomvu,Mikindani ward,Primary,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Communication ,Communication ,,,,,,,,,
,,,,1999,Male,No,Mombasa,Jomvu,Jomvu kuu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Maritime logistics and transport ,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Likoni,Likoni Ward,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Likoni,Shikadabu ,College,No,Yes,Health,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Likoni,Shikadbu ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Kadzandani,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1995,Male,Yes,Mombasa,Nyali,Kadzandani ,Secondary (High School),No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Jomvu,Miritini ,Secondary (High School),No,Yes,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Shikaadabu ward,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Shikadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Kadzandani,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Jomvu,Miritini ,College,No,No,Hospitality and Tourism,Hospitality and Tourism ,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Changamwe,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Likoni,Shikaadabu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Kilifi,Others (Outside Mombasa),Shella,College,No,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Mtongwe ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Kilifi,Others (Outside Mombasa),Shella,Secondary (High School),No,No,Health,N/A,,,,,,,,,
